年,月,日,祝日,曜日,Hチーム,Vチーム,球場,本拠地,開始,Hスコア,Vスコア,観客動員数,試合時間
2022,7,20,FALSE,水,ヤ,巨,神宮,TRUE,18:00,8,2,22741,3:13
2022,7,20,FALSE,水,広,阪,マツダスタジアム,TRUE,18:00,5,3,25884,3:09
2022,7,20,FALSE,水,中,D,バンテリンドーム,TRUE,18:00,4,6,20791,3:20
2022,7,21,FALSE,木,オ,日,京セラドーム,TRUE,18:00,4,3,15445,3:00
2022,7,21,FALSE,木,ソ,楽,PayPayドーム,TRUE,18:00,7,0,29254,3:27
2022,7,21,FALSE,木,ロ,西,ZOZOマリン,TRUE,18:00,5,4,15092,3:20
2022,7,22,FALSE,金,オ,ソ,京セラドーム,TRUE,18:00,5,7,18563,3:59
2022,7,22,FALSE,金,西,楽,ベルーナドーム,TRUE,18:00,9,4,19546,3:49
2022,7,22,FALSE,金,ヤ,広,神宮,TRUE,18:00,2,5,26735,3:38
2022,7,22,FALSE,金,阪,D,甲子園,TRUE,18:00,6,3,37584,3:04
2022,7,23,FALSE,土,オ,ソ,京セラドーム,TRUE,18:00,5,0,26189,3:11
2022,7,23,FALSE,土,西,楽,ベルーナドーム,TRUE,18:00,3,3,26641,4:21
2022,7,23,FALSE,土,日,ロ,札幌ドーム,TRUE,15:00,6,7,24326,3:38
2022,7,23,FALSE,土,ヤ,広,神宮,TRUE,18:00,3,15,29679,3:20
2022,7,23,FALSE,土,阪,D,甲子園,TRUE,18:00,3,1,38077,3:03
2022,7,24,FALSE,日,オ,ソ,京セラドーム,TRUE,13:00,7,4,24724,4:02
2022,7,24,FALSE,日,西,楽,ベルーナドーム,TRUE,18:00,2,9,13973,3:17
2022,7,24,FALSE,日,日,ロ,札幌ドーム,TRUE,14:00,5,4,18343,2:50
2022,7,24,FALSE,日,ヤ,広,神宮,TRUE,18:00,4,2,23871,2:44
2022,7,24,FALSE,日,阪,D,甲子園,TRUE,18:00,1,0,34085,2:37
2022,7,29,FALSE,金,ソ,西,PayPayドーム,TRUE,18:00,2,5,34651,3:19
2022,7,29,FALSE,金,楽,日,楽天生命パーク,TRUE,18:00,1,2,21057,3:08
2022,7,29,FALSE,金,ロ,オ,ZOZOマリン,TRUE,18:00,8,9,20822,4:36
2022,7,29,FALSE,金,阪,ヤ,甲子園,TRUE,18:00,6,0,35426,3:11
2022,7,29,FALSE,金,広,中,マツダスタジアム,TRUE,18:00,0,9,28790,3:17
2022,7,30,FALSE,土,ソ,西,PayPayドーム,TRUE,14:00,0,6,32535,3:14
2022,7,30,FALSE,土,楽,日,楽天生命パーク,TRUE,18:00,7,0,26136,3:06
2022,7,30,FALSE,土,ロ,オ,ZOZOマリン,TRUE,17:00,4,6,19043,3:13
2022,7,30,FALSE,土,阪,ヤ,甲子園,TRUE,18:00,7,3,40653,3:15
2022,7,30,FALSE,土,広,中,マツダスタジアム,TRUE,18:00,0,3,30376,3:23
2022,7,31,FALSE,日,ソ,西,PayPayドーム,TRUE,13:00,4,2,32380,3:23
2022,7,31,FALSE,日,楽,日,楽天生命パーク,TRUE,17:00,10,5,20105,3:32
2022,7,31,FALSE,日,ロ,オ,ZOZOマリン,TRUE,17:00,2,5,21375,3:19
2022,7,31,FALSE,日,阪,ヤ,甲子園,TRUE,18:00,2,4,36331,3:41
2022,7,31,FALSE,日,広,中,マツダスタジアム,TRUE,18:00,5,6,30105,4:17
2022,8,2,FALSE,火,西,オ,ベルーナドーム,TRUE,18:00,4,2,9206,3:26
2022,8,2,FALSE,火,楽,ロ,楽天生命パーク,TRUE,18:00,4,6,16560,3:41
2022,8,2,FALSE,火,日,ソ,旭川,FALSE,18:00,6,5,13046,3:18
2022,8,2,FALSE,火,ヤ,中,神宮,TRUE,18:00,5,0,19033,2:45
2022,8,2,FALSE,火,D,広,横浜スタジアム,TRUE,17:45,5,2,31948,3:15
2022,8,2,FALSE,火,巨,阪,東京ドーム,TRUE,18:00,3,6,31843,2:44
2022,8,3,FALSE,水,西,オ,ベルーナドーム,TRUE,18:00,3,1,10237,2:43
2022,8,3,FALSE,水,楽,ロ,楽天生命パーク,TRUE,18:00,5,4,15717,3:34
2022,8,3,FALSE,水,日,ソ,札幌ドーム,TRUE,18:00,5,1,13964,2:34
2022,8,3,FALSE,水,ヤ,中,神宮,TRUE,18:00,9,7,20650,3:54
2022,8,3,FALSE,水,D,広,横浜スタジアム,TRUE,17:45,6,5,31581,4:10
2022,8,3,FALSE,水,巨,阪,東京ドーム,TRUE,18:00,1,2,32216,2:35
2022,8,4,FALSE,木,西,オ,ベルーナドーム,TRUE,18:00,3,2,8018,3:01
2022,8,4,FALSE,木,楽,ロ,楽天生命パーク,TRUE,18:00,10,1,15038,2:42
2022,8,4,FALSE,木,日,ソ,札幌ドーム,TRUE,18:00,3,3,12255,4:57
2022,8,4,FALSE,木,巨,阪,東京ドーム,TRUE,18:00,7,0,32264,2:38
2022,8,5,FALSE,金,オ,日,京セラドーム,TRUE,18:00,5,2,18485,2:42
2022,8,5,FALSE,金,ソ,楽,PayPayドーム,TRUE,18:00,7,3,27439,3:54
2022,8,5,FALSE,金,西,ロ,ベルーナドーム,TRUE,18:00,4,3,12619,3:36
2022,8,5,FALSE,金,ヤ,巨,神宮,TRUE,18:00,5,9,28996,3:25
2022,8,5,FALSE,金,広,阪,マツダスタジアム,TRUE,18:00,2,3,30396,3:21
2022,8,5,FALSE,金,中,D,バンテリンドーム,TRUE,18:00,2,4,22517,3:03
2022,8,6,FALSE,土,オ,日,京セラドーム,TRUE,14:00,3,1,26551,3:23
2022,8,6,FALSE,土,ソ,楽,PayPayドーム,TRUE,14:00,9,1,29578,3:36
2022,8,6,FALSE,土,西,ロ,ベルーナドーム,TRUE,17:00,1,2,19743,2:47
2022,8,6,FALSE,土,ヤ,巨,神宮,TRUE,18:00,2,3,29626,3:25
2022,8,6,FALSE,土,広,阪,マツダスタジアム,TRUE,18:00,6,5,30504,3:35
2022,8,6,FALSE,土,中,D,バンテリンドーム,TRUE,14:00,0,1,28944,3:22
2022,8,7,FALSE,日,オ,日,京セラドーム,TRUE,13:00,3,5,24979,3:22
2022,8,7,FALSE,日,ソ,楽,PayPayドーム,TRUE,13:00,2,7,29544,3:27
2022,8,7,FALSE,日,西,ロ,ベルーナドーム,TRUE,17:00,10,4,22737,3:30
2022,8,7,FALSE,日,ヤ,巨,神宮,TRUE,18:00,4,7,29460,3:33
2022,8,7,FALSE,日,広,阪,マツダスタジアム,TRUE,18:00,5,7,30433,4:04
2022,8,7,FALSE,日,中,D,バンテリンドーム,TRUE,14:00,5,0,32899,2:55
2022,8,9,FALSE,火,オ,楽,京セラドーム,TRUE,18:00,5,1,16347,3:00
2022,8,9,FALSE,火,ロ,ソ,ZOZOマリン,TRUE,18:00,0,3,19274,2:39
2022,8,9,FALSE,火,日,西,札幌ドーム,TRUE,18:00,5,3,15953,2:37
2022,8,9,FALSE,火,D,阪,横浜スタジアム,TRUE,18:00,3,2,23530,3:01
2022,8,9,FALSE,火,広,ヤ,マツダスタジアム,TRUE,18:00,2,0,29620,2:42
2022,8,9,FALSE,火,中,巨,バンテリンドーム,TRUE,18:00,3,2,24521,3:03
2022,8,10,FALSE,水,オ,楽,京セラドーム,TRUE,18:00,1,2,17766,3:42
2022,8,10,FALSE,水,ロ,ソ,ZOZOマリン,TRUE,18:00,3,4,23116,3:04
2022,8,10,FALSE,水,日,西,札幌ドーム,TRUE,18:00,2,2,20711,4:49
2022,8,10,FALSE,水,D,阪,横浜スタジアム,TRUE,18:00,3,0,26189,2:55
2022,8,10,FALSE,水,広,ヤ,マツダスタジアム,TRUE,18:00,4,1,30288,2:59
2022,8,10,FALSE,水,中,巨,バンテリンドーム,TRUE,18:00,1,2,25352,2:39
2022,8,11,TRUE,木,オ,楽,京セラドーム,TRUE,14:00,6,1,24037,2:39
2022,8,11,TRUE,木,ロ,ソ,ZOZOマリン,TRUE,17:00,3,4,19337,3:40
2022,8,11,TRUE,木,日,西,札幌ドーム,TRUE,14:00,3,2,33754,2:53
2022,8,11,TRUE,木,D,阪,横浜スタジアム,TRUE,17:00,4,1,32275,2:47
2022,8,11,TRUE,木,広,ヤ,マツダスタジアム,TRUE,18:00,6,3,30574,3:05
2022,8,11,TRUE,木,中,巨,バンテリンドーム,TRUE,14:00,1,6,32194,3:23
2022,8,12,FALSE,金,ソ,オ,PayPayドーム,TRUE,18:00,3,6,32339,3:27
2022,8,12,FALSE,金,楽,西,楽天生命パーク,TRUE,18:00,1,5,21128,3:15
2022,8,12,FALSE,金,ロ,日,ZOZOマリン,TRUE,18:00,3,2,25401,3:51
2022,8,12,FALSE,金,ヤ,D,神宮,TRUE,18:00,3,4,26915,3:36
2022,8,12,FALSE,金,阪,中,京セラドーム,TRUE,18:00,0,4,32662,2:45
2022,8,12,FALSE,金,巨,広,東京ドーム,TRUE,18:00,5,6,36508,3:22
2022,8,13,FALSE,土,ソ,オ,PayPayドーム,TRUE,14:00,5,4,32513,3:41
2022,8,13,FALSE,土,楽,西,楽天生命パーク,TRUE,18:00,4,6,19659,3:40
2022,8,13,FALSE,土,阪,中,京セラドーム,TRUE,18:00,0,2,34104,3:04
2022,8,13,FALSE,土,巨,広,東京ドーム,TRUE,14:00,4,1,39717,3:06
2022,8,14,FALSE,日,ソ,オ,PayPayドーム,TRUE,13:00,2,10,33124,2:53
2022,8,14,FALSE,日,楽,西,楽天生命パーク,TRUE,17:00,4,3,19366,3:02
2022,8,14,FALSE,日,ロ,日,ZOZOマリン,TRUE,17:00,3,8,28259,3:38
2022,8,14,FALSE,日,ヤ,D,神宮,TRUE,18:00,4,1,28247,3:08
2022,8,14,FALSE,日,阪,中,京セラドーム,TRUE,18:00,4,5,30089,3:06
2022,8,14,FALSE,日,巨,広,東京ドーム,TRUE,14:00,3,2,40060,3:14
2022,8,16,FALSE,火,オ,ロ,ほっともっと,FALSE,18:00,0,4,23843,2:32
2022,8,16,FALSE,火,西,ソ,ベルーナドーム,TRUE,18:00,2,0,18340,2:34
2022,8,16,FALSE,火,日,楽,札幌ドーム,TRUE,18:00,1,2,17859,2:46
2022,8,16,FALSE,火,ヤ,阪,神宮,TRUE,18:00,5,3,25990,3:20
2022,8,16,FALSE,火,D,巨,横浜スタジアム,TRUE,18:00,3,1,25936,3:14
2022,8,16,FALSE,火,広,中,マツダスタジアム,TRUE,18:00,5,0,30005,3:00
2022,8,17,FALSE,水,西,ソ,ベルーナドーム,TRUE,18:00,3,5,13258,3:16
2022,8,17,FALSE,水,日,楽,札幌ドーム,TRUE,18:00,2,8,17341,3:54
2022,8,17,FALSE,水,ヤ,阪,神宮,TRUE,18:00,4,2,21543,2:45
2022,8,17,FALSE,水,D,巨,横浜スタジアム,TRUE,18:00,7,3,20463,2:58
2022,8,17,FALSE,水,広,中,マツダスタジアム,TRUE,18:00,1,0,27451,3:49
2022,8,18,FALSE,木,西,ソ,ベルーナドーム,TRUE,18:00,8,5,13372,3:22
2022,8,18,FALSE,木,日,楽,札幌ドーム,TRUE,18:00,1,2,17632,3:26
2022,8,18,FALSE,木,ヤ,阪,神宮,TRUE,18:00,2,10,22428,3:32
2022,8,18,FALSE,木,D,巨,横浜スタジアム,TRUE,18:00,4,3,21198,3:02
2022,8,18,FALSE,木,広,中,マツダスタジアム,TRUE,18:00,1,6,28283,3:21
2022,8,19,FALSE,金,ソ,日,PayPayドーム,TRUE,18:00,7,2,32806,3:03
2022,8,19,FALSE,金,西,オ,ベルーナドーム,TRUE,18:00,3,4,18793,3:19
2022,8,19,FALSE,金,楽,ロ,楽天生命パーク,TRUE,18:00,5,6,21215,3:15
2022,8,19,FALSE,金,D,広,横浜スタジアム,TRUE,18:00,8,3,23458,3:23
2022,8,19,FALSE,金,巨,阪,東京ドーム,TRUE,18:00,0,4,36043,2:50
2022,8,19,FALSE,金,中,ヤ,バンテリンドーム,TRUE,18:00,4,3,29929,3:24
2022,8,20,FALSE,土,ソ,日,PayPayドーム,TRUE,18:00,9,3,32247,3:43
2022,8,20,FALSE,土,西,オ,ベルーナドーム,TRUE,17:00,0,6,19784,2:51
2022,8,20,FALSE,土,楽,ロ,楽天生命パーク,TRUE,18:00,5,2,22874,2:48
2022,8,20,FALSE,土,D,広,横浜スタジアム,TRUE,18:00,6,5,25909,3:47
2022,8,20,FALSE,土,巨,阪,東京ドーム,TRUE,14:00,1,5,40630,3:10
2022,8,20,FALSE,土,中,ヤ,バンテリンドーム,TRUE,14:00,2,7,31166,3:11
2022,8,21,FALSE,日,ソ,日,PayPayドーム,TRUE,14:00,5,1,35191,2:45
2022,8,21,FALSE,日,西,オ,ベルーナドーム,TRUE,17:00,3,1,15879,3:23
2022,8,21,FALSE,日,楽,ロ,楽天生命パーク,TRUE,17:00,1,0,18449,2:40
2022,8,21,FALSE,日,D,広,横浜スタジアム,TRUE,18:00,3,0,19514,3:04
2022,8,21,FALSE,日,巨,阪,東京ドーム,TRUE,14:00,1,6,40268,3:31
2022,8,21,FALSE,日,中,ヤ,バンテリンドーム,TRUE,14:00,5,2,32572,3:20
2022,8,23,FALSE,火,楽,ソ,楽天生命パーク,TRUE,18:00,6,15,16801,3:34
2022,8,23,FALSE,火,ロ,西,ZOZOマリン,TRUE,18:00,4,5,17385,3:10
2022,8,23,FALSE,火,日,オ,釧路,FALSE,13:00,0,0,8770,3:06
2022,8,23,FALSE,火,ヤ,広,神宮,TRUE,18:00,5,4,21507,3:34
2022,8,23,FALSE,火,阪,D,京セラドーム,TRUE,18:00,0,4,29105,3:23
2022,8,23,FALSE,火,巨,中,東京ドーム,TRUE,18:00,6,0,29343,2:55
2022,8,24,FALSE,水,楽,ソ,楽天生命パーク,TRUE,18:00,3,4,16259,4:19
2022,8,24,FALSE,水,ロ,西,ZOZOマリン,TRUE,18:00,5,2,17456,3:34
2022,8,24,FALSE,水,日,オ,帯広,FALSE,13:00,4,5,8553,3:16
2022,8,24,FALSE,水,ヤ,広,神宮,TRUE,18:00,6,2,20197,3:22
2022,8,24,FALSE,水,阪,D,京セラドーム,TRUE,18:00,0,4,24358,3:09
2022,8,24,FALSE,水,巨,中,東京ドーム,TRUE,18:00,1,4,28813,3:10
2022,8,25,FALSE,木,楽,ソ,楽天生命パーク,TRUE,18:00,7,5,14312,3:08
2022,8,25,FALSE,木,ロ,西,ZOZOマリン,TRUE,18:00,6,5,16751,3:24
2022,8,25,FALSE,木,ヤ,広,神宮,TRUE,18:00,2,3,21365,3:43
2022,8,25,FALSE,木,阪,D,京セラドーム,TRUE,18:00,5,0,22039,3:12
2022,8,25,FALSE,木,巨,中,東京ドーム,TRUE,18:00,2,1,31216,2:54
2022,8,26,FALSE,金,オ,西,京セラドーム,TRUE,18:00,2,3,20700,3:35
2022,8,26,FALSE,金,ロ,楽,ZOZOマリン,TRUE,18:00,2,0,24313,2:35
2022,8,26,FALSE,金,日,ソ,札幌ドーム,TRUE,18:00,0,10,16998,3:39
2022,8,26,FALSE,金,D,ヤ,横浜スタジアム,TRUE,18:00,3,6,31775,3:03
2022,8,26,FALSE,金,広,巨,マツダスタジアム,TRUE,18:00,3,4,30457,3:22
2022,8,26,FALSE,金,中,阪,バンテリンドーム,TRUE,18:00,5,2,26637,3:26
2022,8,27,FALSE,土,オ,西,京セラドーム,TRUE,14:00,6,0,23503,2:26
2022,8,27,FALSE,土,ロ,楽,ZOZOマリン,TRUE,17:00,3,11,25912,3:02
2022,8,27,FALSE,土,日,ソ,札幌ドーム,TRUE,14:00,2,0,23136,2:44
2022,8,27,FALSE,土,D,ヤ,横浜スタジアム,TRUE,18:00,4,16,32426,3:49
2022,8,27,FALSE,土,広,巨,マツダスタジアム,TRUE,18:00,6,4,30556,3:11
2022,8,27,FALSE,土,中,阪,バンテリンドーム,TRUE,14:00,1,5,32028,3:16
2022,8,28,FALSE,日,オ,西,京セラドーム,TRUE,13:00,4,10,23072,3:41
2022,8,28,FALSE,日,ロ,楽,ZOZOマリン,TRUE,16:00,9,2,26771,2:58
2022,8,28,FALSE,日,日,ソ,札幌ドーム,TRUE,14:00,0,6,19024,3:20
2022,8,28,FALSE,日,D,ヤ,横浜スタジアム,TRUE,18:00,4,5,24277,4:03
2022,8,28,FALSE,日,広,巨,マツダスタジアム,TRUE,18:00,6,4,30437,3:48
2022,8,28,FALSE,日,中,阪,バンテリンドーム,TRUE,14:00,4,1,34964,3:17
2022,8,29,FALSE,月,ソ,ロ,京セラドーム,TRUE,18:00,2,3,35097,3:06
2022,8,30,FALSE,火,西,日,ベルーナドーム,TRUE,18:00,3,1,13390,2:38
2022,8,30,FALSE,火,楽,オ,楽天生命パーク,TRUE,18:00,3,4,18901,3:23
2022,8,30,FALSE,火,D,中,横浜スタジアム,TRUE,18:00,6,0,18559,3:09
2022,8,30,FALSE,火,阪,広,甲子園,TRUE,18:00,1,0,37274,2:59
2022,8,30,FALSE,火,巨,ヤ,京セラドーム,TRUE,18:00,2,4,26285,3:40
2022,8,31,FALSE,水,ソ,ロ,PayPayドーム,TRUE,18:00,0,3,28304,3:07
2022,8,31,FALSE,水,西,日,ベルーナドーム,TRUE,18:00,2,4,11447,3:26
2022,8,31,FALSE,水,楽,オ,楽天生命パーク,TRUE,18:00,3,8,13017,3:07
2022,8,31,FALSE,水,D,中,横浜スタジアム,TRUE,18:00,3,2,17706,3:07
2022,8,31,FALSE,水,阪,広,甲子園,TRUE,18:00,6,5,34685,3:30
2022,8,31,FALSE,水,巨,ヤ,京セラドーム,TRUE,18:00,8,8,23979,5:28
2022,9,1,FALSE,木,ソ,ロ,PayPayドーム,TRUE,18:00,0,7,26007,3:20
2022,9,1,FALSE,木,楽,オ,楽天生命パーク,TRUE,18:00,11,8,12187,4:05
2022,9,1,FALSE,木,D,中,横浜スタジアム,TRUE,18:00,7,0,16800,3:12
2022,9,1,FALSE,木,阪,広,甲子園,TRUE,18:00,8,0,30147,2:26
2022,9,2,FALSE,金,ソ,西,PayPayドーム,TRUE,18:00,4,0,28308,3:32
2022,9,2,FALSE,金,楽,日,楽天生命パーク,TRUE,18:00,1,3,15068,3:15
2022,9,2,FALSE,金,ロ,オ,ZOZOマリン,TRUE,18:00,0,1,20920,2:16
2022,9,2,FALSE,金,ヤ,中,神宮,TRUE,18:00,5,0,26968,3:20
2022,9,2,FALSE,金,阪,巨,甲子園,TRUE,18:00,2,2,39566,4:04
2022,9,2,FALSE,金,広,D,マツダスタジアム,TRUE,18:00,2,0,30233,3:01
2022,9,3,FALSE,土,ソ,西,PayPayドーム,TRUE,14:00,5,2,32954,3:10
2022,9,3,FALSE,土,楽,日,楽天生命パーク,TRUE,14:00,5,4,21625,3:59
2022,9,3,FALSE,土,ロ,オ,ZOZOマリン,TRUE,17:00,3,4,27590,2:42
2022,9,3,FALSE,土,ヤ,中,神宮,TRUE,18:00,1,5,29654,3:32
2022,9,3,FALSE,土,阪,巨,甲子園,TRUE,18:00,1,7,42620,3:09
2022,9,3,FALSE,土,広,D,マツダスタジアム,TRUE,14:00,4,0,30451,3:07
2022,9,4,FALSE,日,ソ,西,PayPayドーム,TRUE,13:00,1,4,33742,3:33
2022,9,4,FALSE,日,楽,日,楽天生命パーク,TRUE,13:00,2,8,18748,2:59
2022,9,4,FALSE,日,ロ,オ,ZOZOマリン,TRUE,17:00,2,5,21898,3:07
2022,9,4,FALSE,日,ヤ,中,神宮,TRUE,18:00,3,6,23811,3:35
2022,9,4,FALSE,日,阪,巨,甲子園,TRUE,18:00,0,2,40785,2:37
2022,9,4,FALSE,日,広,D,マツダスタジアム,TRUE,13:30,7,0,30333,3:24
2022,9,6,FALSE,火,ソ,楽,PayPayドーム,TRUE,18:00,4,2,25851,2:36
2022,9,6,FALSE,火,西,ロ,ベルーナドーム,TRUE,18:00,3,2,9882,2:34
2022,9,6,FALSE,火,日,オ,札幌ドーム,TRUE,18:00,6,2,16001,3:29
2022,9,6,FALSE,火,阪,ヤ,甲子園,TRUE,18:00,6,8,34547,5:17
2022,9,6,FALSE,火,巨,D,東京ドーム,TRUE,18:00,1,2,35505,3:57
2022,9,6,FALSE,火,中,広,バンテリンドーム,TRUE,18:00,2,4,23371,3:28
2022,9,7,FALSE,水,ソ,楽,PayPayドーム,TRUE,18:00,3,4,28441,3:08
2022,9,7,FALSE,水,西,ロ,ベルーナドーム,TRUE,18:00,1,7,12497,2:56
2022,9,7,FALSE,水,日,オ,札幌ドーム,TRUE,18:00,3,2,16203,3:29
2022,9,7,FALSE,水,阪,ヤ,甲子園,TRUE,18:00,9,1,36796,3:10
2022,9,7,FALSE,水,巨,D,東京ドーム,TRUE,18:00,18,3,34441,3:15
2022,9,7,FALSE,水,中,広,バンテリンドーム,TRUE,18:00,1,3,25219,3:16
2022,9,8,FALSE,木,ソ,楽,PayPayドーム,TRUE,18:00,3,7,30452,3:12
2022,9,8,FALSE,木,西,オ,ベルーナドーム,TRUE,18:00,0,5,11112,3:17
2022,9,8,FALSE,木,ロ,日,ZOZOマリン,TRUE,18:00,10,2,15361,3:45
2022,9,8,FALSE,木,巨,D,東京ドーム,TRUE,18:00,6,5,33744,3:32
2022,9,8,FALSE,木,中,広,バンテリンドーム,TRUE,18:00,2,0,24791,3:08
2022,9,9,FALSE,金,ヤ,広,神宮,TRUE,18:00,7,6,24694,3:23
2022,9,9,FALSE,金,D,阪,横浜スタジアム,TRUE,18:00,9,2,29042,3:20
2022,9,9,FALSE,金,巨,中,東京ドーム,TRUE,18:00,1,3,27836,3:43
2022,9,10,FALSE,土,オ,ソ,京セラドーム,TRUE,18:00,5,2,24457,3:11
2022,9,10,FALSE,土,西,日,ベルーナドーム,TRUE,14:00,1,2,27516,3:40
2022,9,10,FALSE,土,楽,ロ,楽天生命パーク,TRUE,18:00,4,6,19274,3:29
2022,9,10,FALSE,土,ヤ,広,神宮,TRUE,18:00,7,15,29716,4:17
2022,9,10,FALSE,土,D,阪,横浜スタジアム,TRUE,14:00,7,0,30343,3:11
2022,9,10,FALSE,土,巨,中,東京ドーム,TRUE,14:00,2,5,39754,2:52
2022,9,11,FALSE,日,オ,ソ,京セラドーム,TRUE,14:00,3,4,23604,3:48
2022,9,11,FALSE,日,西,日,ベルーナドーム,TRUE,14:00,3,0,26539,3:03
2022,9,11,FALSE,日,楽,ロ,楽天生命パーク,TRUE,14:00,3,2,20657,2:40
2022,9,11,FALSE,日,D,ヤ,横浜スタジアム,TRUE,14:00,0,1,32094,3:37
2022,9,11,FALSE,日,阪,中,甲子園,TRUE,18:00,5,0,37088,3:13
2022,9,11,FALSE,日,広,巨,マツダスタジアム,TRUE,18:00,0,7,30513,3:33
2022,9,12,FALSE,月,ソ,西,PayPayドーム,TRUE,18:00,7,5,35642,4:06
2022,9,12,FALSE,月,楽,オ,楽天生命パーク,TRUE,18:00,8,2,14115,3:04
2022,9,12,FALSE,月,ロ,日,ZOZOマリン,TRUE,18:00,3,0,21530,2:32
2022,9,12,FALSE,月,D,ヤ,横浜スタジアム,TRUE,18:00,7,1,25923,3:14
2022,9,12,FALSE,月,阪,中,甲子園,TRUE,18:00,6,2,34012,3:52
2022,9,13,FALSE,火,ソ,西,PayPayドーム,TRUE,18:00,9,0,34614,3:17
2022,9,13,FALSE,火,楽,オ,楽天生命パーク,TRUE,18:00,3,3,12715,4:27
2022,9,13,FALSE,火,ロ,日,ZOZOマリン,TRUE,18:00,3,11,19420,3:21
2022,9,13,FALSE,火,ヤ,巨,神宮,TRUE,18:00,7,9,27039,3:47
2022,9,13,FALSE,火,阪,広,甲子園,TRUE,18:00,3,6,35726,3:58
2022,9,13,FALSE,火,中,D,バンテリンドーム,TRUE,18:00,0,1,23967,2:51
2022,9,14,FALSE,水,ソ,西,PayPayドーム,TRUE,18:00,6,1,31858,2:45
2022,9,14,FALSE,水,ロ,日,ZOZOマリン,TRUE,18:00,8,1,18975,2:49
2022,9,14,FALSE,水,阪,広,甲子園,TRUE,18:00,6,5,34584,3:37
2022,9,14,FALSE,水,中,D,バンテリンドーム,TRUE,18:00,3,2,22204,2:57
2022,9,15,FALSE,木,オ,日,京セラドーム,TRUE,18:00,3,2,18843,4:16
2022,9,15,FALSE,木,楽,ソ,楽天生命パーク,TRUE,18:00,3,7,15078,3:44
2022,9,15,FALSE,木,ロ,西,ZOZOマリン,TRUE,18:00,8,1,20476,2:58
2022,9,16,FALSE,金,オ,日,京セラドーム,TRUE,18:00,3,6,21562,3:36
2022,9,16,FALSE,金,楽,ソ,楽天生命パーク,TRUE,18:00,2,6,16336,3:36
2022,9,16,FALSE,金,D,広,横浜スタジアム,TRUE,18:00,3,5,24011,3:22
2022,9,16,FALSE,金,中,ヤ,バンテリンドーム,TRUE,18:00,8,0,30063,2:57
2022,9,17,FALSE,土,オ,ソ,京セラドーム,TRUE,18:00,2,0,27019,2:23
2022,9,17,FALSE,土,西,楽,ベルーナドーム,TRUE,18:00,0,3,24167,3:03
2022,9,17,FALSE,土,日,ロ,札幌ドーム,TRUE,18:00,5,4,41138,3:18
2022,9,17,FALSE,土,D,広,横浜スタジアム,TRUE,14:00,3,10,29875,3:40
2022,9,17,FALSE,土,巨,阪,東京ドーム,TRUE,18:00,3,2,40747,2:50
2022,9,17,FALSE,土,中,ヤ,バンテリンドーム,TRUE,14:00,3,3,34048,4:47
2022,9,18,FALSE,日,オ,ソ,京セラドーム,TRUE,14:00,2,0,28252,3:03
2022,9,18,FALSE,日,西,楽,ベルーナドーム,TRUE,14:00,3,4,27471,3:25
2022,9,18,FALSE,日,日,ロ,札幌ドーム,TRUE,14:00,4,7,31950,3:40
2022,9,18,FALSE,日,阪,ヤ,甲子園,TRUE,18:00,0,1,42614,3:25
2022,9,18,FALSE,日,巨,D,東京ドーム,TRUE,14:00,1,3,40709,3:24
2022,9,19,TRUE,月,オ,ソ,京セラドーム,TRUE,13:00,6,5,24889,4:47
2022,9,19,TRUE,月,西,楽,ベルーナドーム,TRUE,14:00,4,6,27475,4:17
2022,9,19,TRUE,月,日,ロ,札幌ドーム,TRUE,14:00,4,0,35974,3:08
2022,9,19,TRUE,月,巨,D,東京ドーム,TRUE,14:00,5,3,38385,2:27
2022,9,20,FALSE,火,西,楽,ベルーナドーム,TRUE,18:00,4,1,14063,2:52
2022,9,20,FALSE,火,ロ,オ,ZOZOマリン,TRUE,18:00,3,6,21035,3:17
2022,9,20,FALSE,火,日,ソ,札幌ドーム,TRUE,18:00,1,3,17960,2:55
2022,9,20,FALSE,火,阪,D,甲子園,TRUE,18:00,4,5,33203,3:50
2022,9,20,FALSE,火,巨,ヤ,東京ドーム,TRUE,18:00,5,4,40751,3:05
2022,9,20,FALSE,火,広,中,マツダスタジアム,TRUE,18:00,3,5,11736,4:38
2022,9,21,FALSE,水,D,巨,横浜スタジアム,TRUE,18:00,1,2,25909,3:18
2022,9,21,FALSE,水,阪,広,甲子園,TRUE,18:00,4,10,42267,4:38
2022,9,21,FALSE,水,中,ヤ,バンテリンドーム,TRUE,18:00,2,6,23835,3:10
2022,9,22,FALSE,木,オ,ロ,京セラドーム,TRUE,18:00,5,13,21841,3:41
2022,9,22,FALSE,木,ヤ,中,神宮,TRUE,18:00,0,3,29082,2:59
2022,9,22,FALSE,木,D,巨,横浜スタジアム,TRUE,18:00,3,0,24311,3:24
2022,9,23,TRUE,金,ソ,ロ,PayPayドーム,TRUE,18:00,3,6,34563,4:02
2022,9,23,TRUE,金,楽,日,楽天生命パーク,TRUE,14:00,3,6,23319,4:05
2022,9,23,TRUE,金,ヤ,D,神宮,TRUE,18:00,6,8,29402,3:16
2022,9,23,TRUE,金,広,阪,マツダスタジアム,TRUE,18:00,3,7,30593,3:22
2022,9,23,TRUE,金,中,巨,バンテリンドーム,TRUE,18:00,3,9,35669,3:34
2022,9,24,FALSE,土,ソ,ロ,PayPayドーム,TRUE,14:00,6,0,38250,2:58
