年,月,日,祝日,曜日,Hチーム,Vチーム,球場,本拠地,開始,Hスコア,Vスコア,観客動員数,試合時間
2022,9,24,FALSE,土,楽,オ,楽天生命パーク,TRUE,14:00,1,9,21332,2:56
2022,9,24,FALSE,土,日,西,札幌ドーム,TRUE,18:00,2,6,32759,3:50
2022,9,24,FALSE,土,ヤ,D,神宮,TRUE,18:00,8,1,29437,3:15
2022,9,24,FALSE,土,中,巨,バンテリンドーム,TRUE,14:00,2,1,35180,2:47
2022,9,25,FALSE,日,ソ,ロ,PayPayドーム,TRUE,13:00,10,0,36028,3:01
2022,9,25,FALSE,日,日,楽,札幌ドーム,TRUE,18:00,0,6,22619,3:05
2022,9,25,FALSE,日,ヤ,D,神宮,TRUE,18:00,1,0,29714,3:23
2022,9,25,FALSE,日,中,巨,バンテリンドーム,TRUE,14:00,7,1,35123,3:06
2022,9,26,FALSE,月,ソ,ロ,PayPayドーム,TRUE,18:00,2,1,39562,3:15
2022,9,26,FALSE,月,日,楽,札幌ドーム,TRUE,18:00,3,2,16923,2:56
2022,9,27,FALSE,火,オ,楽,京セラドーム,TRUE,18:00,1,6,20092,3:01
2022,9,27,FALSE,火,西,ソ,ベルーナドーム,TRUE,18:00,4,1,24030,2:48
2022,9,27,FALSE,火,日,ロ,札幌ドーム,TRUE,18:00,14,0,19267,3:01
2022,9,27,FALSE,火,ヤ,阪,神宮,TRUE,18:00,1,4,29355,3:33
2022,9,27,FALSE,火,D,中,横浜スタジアム,TRUE,17:45,8,3,25330,3:26
2022,9,28,FALSE,水,楽,西,楽天生命パーク,TRUE,18:00,0,1,17313,2:49
2022,9,28,FALSE,水,日,ロ,札幌ドーム,TRUE,18:00,3,11,41138,3:36
2022,9,28,FALSE,水,ヤ,阪,神宮,TRUE,18:00,1,2,29626,3:08
2022,9,28,FALSE,水,D,中,横浜スタジアム,TRUE,18:00,0,1,21757,2:45
2022,9,29,FALSE,木,楽,ソ,楽天生命パーク,TRUE,18:00,4,5,14360,3:52
2022,9,29,FALSE,木,D,中,横浜スタジアム,TRUE,18:00,6,1,21695,2:49
2022,9,29,FALSE,木,広,ヤ,マツダスタジアム,TRUE,18:00,4,5,23342,3:45
2022,9,30,FALSE,金,オ,ロ,京セラドーム,TRUE,18:00,4,3,31442,3:21
2022,9,30,FALSE,金,楽,ソ,楽天生命パーク,TRUE,18:00,1,5,18642,3:05
2022,9,30,FALSE,金,D,中,横浜スタジアム,TRUE,18:00,1,6,23075,3:08
2022,9,30,FALSE,金,広,ヤ,マツダスタジアム,TRUE,18:00,1,5,27536,3:02
2022,10,1,FALSE,土,西,ソ,ベルーナドーム,TRUE,18:00,3,1,27313,3:45
2022,10,1,FALSE,土,D,巨,横浜スタジアム,TRUE,17:00,1,0,32819,2:58
2022,10,2,FALSE,日,西,日,ベルーナドーム,TRUE,18:00,2,4,27259,3:08
2022,10,2,FALSE,日,楽,オ,楽天生命パーク,TRUE,18:00,2,5,25339,3:24
2022,10,2,FALSE,日,ロ,ソ,ZOZOマリン,TRUE,18:00,5,3,29312,3:27
2022,10,2,FALSE,日,D,巨,横浜スタジアム,TRUE,14:00,2,3,32817,3:21
2022,10,2,FALSE,日,阪,ヤ,甲子園,TRUE,14:00,3,3,42539,4:10
2022,10,2,FALSE,日,広,中,マツダスタジアム,TRUE,14:00,0,3,28009,3:00
2022,10,3,FALSE,月,ヤ,D,神宮,TRUE,18:00,8,2,29756,2:56
