日付,時,分,インプレッション,エンゲージメント,エンゲージメント率,リポスト,返信,いいね,ユーザープロフィールクリック,URLクリック数,ハッシュタグクリック,詳細クリック,固定リンクのクリック数,アプリ表示,アプリインストール,フォローしている,ポストをメール送信,ダイアル式電話,メディアの再生数,メディアのエンゲージメント数
2021/06/08,22,21,0,4,Infinity,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/08,22,23,0,2,Infinity,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/08,22,39,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/08,22,41,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/10,18,56,194,90,0.463917526,9,0,61,10,0,0,5,0,0,0,0,0,0,5,5
2021/06/10,21,35,116,71,0.612068966,4,0,48,0,0,0,8,0,0,0,0,0,0,23,11
2021/06/10,21,58,1,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/10,22,14,5,1,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/11,19,57,230,94,0.408695652,9,0,75,3,0,0,0,0,0,0,0,0,0,46,7
2021/06/11,20,50,22,18,0.818181818,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/11,22,1,128,294,2.296875,25,1,262,4,0,0,2,0,0,0,0,0,0,0,0
2021/06/12,13,6,1,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/12,19,24,652,455,0.697852761,28,1,365,12,0,0,8,0,0,0,0,0,0,173,41
2021/06/12,19,59,77,50,0.649350649,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/12,23,1,2,4,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/13,13,39,39,24,0.615384615,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/14,18,56,31,39,1.258064516,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/14,19,51,207,213,1.028985507,39,0,167,0,5,0,2,0,0,0,0,0,0,0,0
2021/06/14,21,37,21,29,1.380952381,1,0,26,2,0,0,0,0,0,0,0,0,0,0,0
2021/06/15,18,51,29,42,1.448275862,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/15,21,8,303,235,0.775577558,63,0,166,4,0,0,2,0,0,0,0,0,0,4,0
2021/06/16,18,53,20,18,0.9,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0
2021/06/16,22,27,65,67,1.030769231,10,0,55,2,0,0,0,0,0,0,0,0,0,0,0
2021/06/17,18,50,66,57,0.863636364,8,0,49,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/18,17,55,35,51,1.457142857,5,1,44,1,0,0,0,0,0,0,0,0,0,0,0
2021/06/18,18,31,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/18,18,58,68,80,1.176470588,16,0,64,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/19,13,23,57,39,0.684210526,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/19,21,13,22,22,1,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/20,18,3,268,186,0.694029851,30,0,151,0,0,0,4,0,0,0,0,0,0,1,1
2021/06/20,19,9,115,81,0.704347826,8,0,68,0,0,0,0,0,0,0,0,0,0,18,5
2021/06/20,20,41,33,59,1.787878788,13,0,46,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/21,18,0,27,44,1.62962963,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/21,19,59,40,51,1.275,4,1,43,0,2,0,1,0,0,0,0,0,0,0,0
2021/06/21,20,22,0,3,Infinity,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/22,18,36,34,41,1.205882353,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/22,19,51,98,89,0.908163265,6,0,78,0,0,0,2,0,0,0,0,0,0,21,3
2021/06/23,18,11,49,19,0.387755102,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/23,20,3,157,81,0.515923567,10,0,62,0,0,0,0,0,0,0,0,0,0,40,9
2021/06/24,19,56,29,14,0.482758621,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/24,21,19,110,67,0.609090909,5,1,59,2,0,0,0,0,0,0,0,0,0,0,0
2021/06/25,22,0,25,6,0.24,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/25,23,7,5,7,1.4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/27,20,2,92,69,0.75,7,3,58,0,0,0,1,0,0,0,0,0,0,0,0
2021/06/27,20,24,5,2,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/27,21,7,38,81,2.131578947,13,0,68,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/28,18,30,99,81,0.818181818,5,1,74,0,0,0,1,0,0,0,0,0,0,0,0
2021/06/28,19,43,89,156,1.752808989,14,1,138,2,0,0,1,0,0,0,0,0,0,0,0
2021/06/28,19,57,2,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/28,6,55,2,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/29,19,56,37,34,0.918918919,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0
2021/06/30,18,26,89,94,1.056179775,12,1,80,0,1,0,0,0,0,0,0,0,0,0,0
2021/07/02,19,35,291,114,0.391752577,13,0,86,5,0,0,10,0,0,0,0,0,0,0,0
2021/07/02,19,36,102,57,0.558823529,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/02,20,54,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/02,21,28,3,1,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/02,22,45,50,56,1.12,4,0,49,1,0,0,2,0,0,0,0,0,0,0,0
2021/07/03,18,36,54,86,1.592592593,14,0,71,0,1,0,0,0,0,0,0,0,0,0,0
2021/07/03,19,56,46,40,0.869565217,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/03,20,37,401,206,0.513715711,14,1,139,1,0,0,7,0,0,0,0,0,0,123,44
2021/07/04,18,37,161,323,2.00621118,31,5,261,5,0,0,21,0,0,0,0,0,0,0,0
2021/07/04,19,32,49,87,1.775510204,8,4,72,0,0,0,3,0,0,0,0,0,0,0,0
2021/07/04,21,11,317,512,1.615141956,56,1,446,4,0,0,5,0,0,0,0,0,0,0,0
2021/07/04,23,11,4,3,0.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/04,6,32,1,4,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/05,19,26,560,365,0.651785714,56,1,279,8,0,0,15,0,0,0,0,0,0,7,6
2021/07/06,18,44,130,57,0.438461538,3,0,52,1,0,0,1,0,0,0,0,0,0,0,0
2021/07/06,20,7,32,33,1.03125,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0
2021/07/07,19,34,65,295,4.538461538,28,0,267,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/08,18,37,63,36,0.571428571,2,0,33,0,0,0,1,0,0,0,0,0,0,0,0
2021/07/08,20,16,30,35,1.166666667,5,0,28,0,0,0,2,0,0,0,0,0,0,0,0
2021/07/09,19,47,34,23,0.676470588,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/09,20,48,49,113,2.306122449,10,0,102,0,0,0,1,0,0,0,0,0,0,0,0
2021/07/09,22,12,85,93,1.094117647,12,1,80,0,0,0,0,0,0,0,0,0,0,1,0
2021/07/09,23,0,0,4,Infinity,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/10,17,58,91,28,0.307692308,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/10,21,17,23,25,1.086956522,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/11,18,59,3929,569,0.144820565,121,1,305,34,1,49,56,0,0,0,0,0,0,2,2
2021/07/12,21,18,56,37,0.660714286,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/14,20,5,515,151,0.293203883,9,0,67,16,0,0,6,0,0,0,0,0,0,151,53
2021/07/14,20,54,160,276,1.725,37,0,239,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/15,18,57,298,133,0.446308725,11,1,95,6,14,0,6,0,0,0,0,0,0,0,0
2021/07/15,20,25,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/16,21,4,305,21,0.068852459,3,0,14,2,0,2,0,0,0,0,0,0,0,0,0
2021/07/17,18,32,425,512,1.204705882,63,0,441,0,0,0,3,0,0,0,0,0,0,5,5
2021/07/17,22,11,25,22,0.88,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/18,17,53,46,78,1.695652174,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/19,18,26,49,54,1.102040816,4,1,48,0,0,0,1,0,0,0,0,0,0,0,0
2021/07/20,20,13,37,45,1.216216216,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/20,21,13,103,99,0.961165049,17,0,82,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/21,13,16,78,205,2.628205128,32,0,173,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/22,18,36,179,25,0.139664804,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/23,12,3,74,23,0.310810811,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/23,18,10,384,270,0.703125,32,1,190,4,0,0,25,0,0,0,0,0,0,21,18
2021/07/24,18,23,125,70,0.56,8,0,60,0,1,0,1,0,0,0,0,0,0,0,0
2021/07/25,18,40,60,32,0.533333333,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/25,19,43,146,155,1.061643836,20,0,133,2,0,0,0,0,0,0,0,0,0,0,0
2021/07/27,20,39,102,319,3.12745098,52,0,267,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/29,20,57,108,154,1.425925926,12,0,141,0,0,0,1,0,0,0,0,0,0,0,0
2021/07/29,21,26,91,81,0.89010989,7,0,73,1,0,0,0,0,0,0,0,0,0,0,0
2021/07/29,22,49,76,53,0.697368421,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/31,12,41,47,111,2.361702128,27,0,84,0,0,0,0,0,0,0,0,0,0,0,0
2021/07/31,21,17,408,150,0.367647059,21,0,72,29,21,2,5,0,0,0,0,0,0,0,0
2021/08/01,18,17,77,225,2.922077922,24,0,201,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/01,19,54,50,50,1,8,1,37,2,0,0,2,0,0,0,0,0,0,0,0
2021/08/04,20,0,92,73,0.793478261,7,1,58,0,0,0,7,0,0,0,0,0,0,0,0
2021/08/04,20,39,134,116,0.865671642,15,0,99,0,0,0,2,0,0,0,0,0,0,0,0
2021/08/04,21,51,57,23,0.403508772,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/06,21,42,31,70,2.258064516,5,1,64,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/09,17,57,36,34,0.944444444,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/09,18,39,47,17,0.361702128,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/10,20,14,68,42,0.617647059,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/10,21,53,124,38,0.306451613,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/12,20,2,121,202,1.669421488,22,1,174,2,0,0,3,0,0,0,0,0,0,0,0
2021/08/12,21,5,4,9,2.25,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/14,19,14,188,194,1.031914894,47,0,125,6,16,0,0,0,0,0,0,0,0,0,0
2021/08/14,21,59,152,456,3,62,2,387,3,0,0,2,0,0,0,0,0,0,0,0
2021/08/14,22,6,5,6,1.2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/15,16,44,82,158,1.926829268,14,0,144,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/16,18,18,74,42,0.567567568,1,4,37,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/18,18,13,72,32,0.444444444,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/19,21,22,380,231,0.607894737,23,3,196,0,0,0,9,0,0,0,0,0,0,0,0
2021/08/20,21,22,82,38,0.463414634,2,0,34,2,0,0,0,0,0,0,0,0,0,0,0
2021/08/21,18,50,74,47,0.635135135,4,0,43,0,0,0,0,0,0,0,0,0,0,1,0
2021/08/24,18,35,52,24,0.461538462,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/25,20,27,435,394,0.905747126,27,0,320,9,0,0,3,0,0,0,0,0,0,122,35
2021/08/26,20,20,140,211,1.507142857,39,1,164,1,0,0,6,0,0,0,0,0,0,0,0
2021/08/26,21,17,49,10,0.204081633,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/27,18,12,180,108,0.6,9,0,90,0,2,0,1,0,0,0,0,0,0,6,6
2021/08/28,18,59,163,91,0.558282209,6,0,80,2,0,0,3,0,0,0,0,0,0,0,0
2021/08/28,20,37,72,146,2.027777778,25,0,121,0,0,0,0,0,0,0,0,0,0,0,0
2021/08/31,18,22,166,68,0.409638554,4,0,60,1,0,0,2,0,0,0,0,0,0,1,1
2021/09/02,18,24,73,51,0.698630137,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0
2021/09/02,19,48,53,19,0.358490566,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2021/09/04,20,40,84,58,0.69047619,3,0,55,0,0,0,0,0,0,0,0,0,0,1,0
2021/09/05,20,5,57,62,1.087719298,8,0,50,0,3,0,1,0,0,0,0,0,0,0,0
2021/09/06,21,34,127,56,0.440944882,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0
